"zip","industry","year","all","class1","class2","class3","class4","class5","class6","class7","class8","class9","weighted_all","weighted_class1","weighted_class2","weighted_class3","weighted_class4","weighted_class5","weighted_class6","weighted_class7","weighted_class8","weighted_class9"
10023,"Theater companies and dinner theaters",2009,12,7,1,1,0,0,0,2,0,1,1876,14,7,15,0,0,0,740,0,1100
10023,"Theater companies and dinner theaters",2010,15,11,2,0,0,0,0,1,0,1,1506,22,14,0,0,0,0,370,0,1100
10023,"Theater companies and dinner theaters",2011,23,13,2,3,2,1,1,0,0,1,1485,26,14,45,60,70,170,0,0,1100
10023,"Theater companies and dinner theaters",2012,15,11,1,1,0,0,1,0,0,1,1314,22,7,15,0,0,170,0,0,1100
10023,"Theater companies and dinner theaters",2013,17,13,1,1,0,0,0,1,0,1,1518,26,7,15,0,0,0,370,0,1100
10023,"Theater companies and dinner theaters",2014,14,9,1,1,1,0,1,0,0,1,1340,18,7,15,30,0,170,0,0,1100
10023,"Theater companies and dinner theaters",2015,14,10,1,1,0,0,0,1,0,1,1512,20,7,15,0,0,0,370,0,1100
10024,"Dance companies",2005,2,1,0,0,0,1,0,0,0,0,72,2,0,0,0,70,0,0,0,0
10024,"Dance companies",2006,2,1,0,0,0,1,0,0,0,0,72,2,0,0,0,70,0,0,0,0
10024,"Dance companies",2007,3,2,0,0,0,1,0,0,0,0,74,4,0,0,0,70,0,0,0,0
10024,"Dance companies",2008,3,2,0,0,0,1,0,0,0,0,74,4,0,0,0,70,0,0,0,0
10024,"Dance companies",2009,4,3,0,0,0,1,0,0,0,0,76,6,0,0,0,70,0,0,0,0
10024,"Dance companies",2010,4,3,0,0,0,1,0,0,0,0,76,6,0,0,0,70,0,0,0,0
10024,"Dance companies",2011,4,3,0,0,0,1,0,0,0,0,76,6,0,0,0,70,0,0,0,0
10024,"Dance companies",2012,4,2,0,1,0,1,0,0,0,0,89,4,0,15,0,70,0,0,0,0
10024,"Dance companies",2013,4,2,1,0,0,1,0,0,0,0,81,4,7,0,0,70,0,0,0,0
10024,"Dance companies",2014,4,2,1,0,0,1,0,0,0,0,81,4,7,0,0,70,0,0,0,0
10024,"Dance companies",2015,4,3,0,0,0,1,0,0,0,0,76,6,0,0,0,70,0,0,0,0
10024,"Fine arts schools",2005,9,6,2,1,0,0,0,0,0,0,41,12,14,15,0,0,0,0,0,0
10024,"Fine arts schools",2006,8,5,2,1,0,0,0,0,0,0,39,10,14,15,0,0,0,0,0,0
10024,"Fine arts schools",2007,5,3,2,0,0,0,0,0,0,0,20,6,14,0,0,0,0,0,0,0
10024,"Fine arts schools",2008,7,5,2,0,0,0,0,0,0,0,24,10,14,0,0,0,0,0,0,0
10024,"Fine arts schools",2009,9,6,3,0,0,0,0,0,0,0,33,12,21,0,0,0,0,0,0,0
10024,"Fine arts schools",2010,9,6,3,0,0,0,0,0,0,0,33,12,21,0,0,0,0,0,0,0
10024,"Fine arts schools",2011,7,4,3,0,0,0,0,0,0,0,29,8,21,0,0,0,0,0,0,0
10024,"Fine arts schools",2012,9,5,3,0,1,0,0,0,0,0,61,10,21,0,30,0,0,0,0,0
10024,"Fine arts schools",2013,11,6,3,0,2,0,0,0,0,0,93,12,21,0,60,0,0,0,0,0
10024,"Fine arts schools",2014,9,5,1,1,2,0,0,0,0,0,92,10,7,15,60,0,0,0,0,0
10024,"Fine arts schools",2015,9,5,2,0,2,0,0,0,0,0,84,10,14,0,60,0,0,0,0,0
10024,"Independent artists, writers, and performers",2005,60,60,0,0,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2006,59,56,2,0,1,0,0,0,0,0,156,112,14,0,30,0,0,0,0,0
10024,"Independent artists, writers, and performers",2007,69,67,1,0,1,0,0,0,0,0,171,134,7,0,30,0,0,0,0,0
10024,"Independent artists, writers, and performers",2008,63,62,1,0,0,0,0,0,0,0,131,124,7,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2009,64,63,1,0,0,0,0,0,0,0,133,126,7,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2010,64,62,2,0,0,0,0,0,0,0,138,124,14,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2011,64,63,1,0,0,0,0,0,0,0,133,126,7,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2012,66,65,1,0,0,0,0,0,0,0,137,130,7,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2013,63,62,1,0,0,0,0,0,0,0,131,124,7,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2014,67,65,2,0,0,0,0,0,0,0,144,130,14,0,0,0,0,0,0,0
10024,"Independent artists, writers, and performers",2015,74,74,0,0,0,0,0,0,0,0,148,148,0,0,0,0,0,0,0,0
10024,"Motion picture and video distribution",2005,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2006,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2007,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2008,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2009,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2010,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2011,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2012,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2013,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10024,"Motion picture and video distribution",2014,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10024,"Motion picture and video distribution",2015,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10024,"Motion picture and video production",2005,35,33,2,0,0,0,0,0,0,0,80,66,14,0,0,0,0,0,0,0
10024,"Motion picture and video production",2006,32,29,3,0,0,0,0,0,0,0,79,58,21,0,0,0,0,0,0,0
10024,"Motion picture and video production",2007,33,32,1,0,0,0,0,0,0,0,71,64,7,0,0,0,0,0,0,0
10024,"Motion picture and video production",2008,32,31,1,0,0,0,0,0,0,0,69,62,7,0,0,0,0,0,0,0
10024,"Motion picture and video production",2009,31,30,1,0,0,0,0,0,0,0,67,60,7,0,0,0,0,0,0,0
10024,"Motion picture and video production",2010,39,37,1,0,1,0,0,0,0,0,111,74,7,0,30,0,0,0,0,0
10024,"Motion picture and video production",2011,35,34,1,0,0,0,0,0,0,0,75,68,7,0,0,0,0,0,0,0
10024,"Motion picture and video production",2012,34,33,0,1,0,0,0,0,0,0,81,66,0,15,0,0,0,0,0,0
10024,"Motion picture and video production",2013,32,31,0,1,0,0,0,0,0,0,77,62,0,15,0,0,0,0,0,0
10024,"Motion picture and video production",2014,30,27,3,0,0,0,0,0,0,0,75,54,21,0,0,0,0,0,0,0
10024,"Motion picture and video production",2015,24,22,1,1,0,0,0,0,0,0,66,44,7,15,0,0,0,0,0,0
10024,"Museums",2005,5,2,0,0,1,0,1,0,0,1,1304,4,0,0,30,0,170,0,0,1100
10024,"Museums",2006,5,2,0,0,1,0,1,0,0,1,1304,4,0,0,30,0,170,0,0,1100
10024,"Museums",2007,4,1,0,0,0,1,1,0,0,1,1342,2,0,0,0,70,170,0,0,1100
10024,"Museums",2008,5,2,0,0,1,0,1,0,0,1,1304,4,0,0,30,0,170,0,0,1100
10024,"Museums",2009,5,2,0,0,0,1,1,0,0,1,1344,4,0,0,0,70,170,0,0,1100
10024,"Museums",2010,5,2,0,0,0,1,1,0,1,0,984,4,0,0,0,70,170,0,740,0
10024,"Museums",2011,5,2,0,0,0,1,1,0,0,1,1344,4,0,0,0,70,170,0,0,1100
10024,"Museums",2012,5,2,0,0,0,1,1,0,0,1,1344,4,0,0,0,70,170,0,0,1100
10024,"Museums",2013,5,2,0,0,0,1,0,1,0,1,1544,4,0,0,0,70,0,370,0,1100
10024,"Museums",2014,5,2,0,0,0,1,0,1,0,1,1544,4,0,0,0,70,0,370,0,1100
10024,"Museums",2015,5,2,0,0,0,1,0,1,0,1,1544,4,0,0,0,70,0,370,0,1100
10024,"Music publishers",2008,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10024,"Music publishers",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Music publishers",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Music publishers",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Music publishers",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Music publishers",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Music publishers",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Music publishers",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Musical groups and artists",2005,14,13,0,0,0,0,1,0,0,0,196,26,0,0,0,0,170,0,0,0
10024,"Musical groups and artists",2006,16,15,0,0,1,0,0,0,0,0,60,30,0,0,30,0,0,0,0,0
10024,"Musical groups and artists",2007,13,10,2,0,0,1,0,0,0,0,104,20,14,0,0,70,0,0,0,0
10024,"Musical groups and artists",2008,11,9,1,1,0,0,0,0,0,0,40,18,7,15,0,0,0,0,0,0
10024,"Musical groups and artists",2009,10,8,1,1,0,0,0,0,0,0,38,16,7,15,0,0,0,0,0,0
10024,"Musical groups and artists",2010,11,11,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0
10024,"Musical groups and artists",2011,9,9,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0
10024,"Musical groups and artists",2012,9,8,0,1,0,0,0,0,0,0,31,16,0,15,0,0,0,0,0,0
10024,"Musical groups and artists",2013,10,8,1,0,1,0,0,0,0,0,53,16,7,0,30,0,0,0,0,0
10024,"Musical groups and artists",2014,8,6,2,0,0,0,0,0,0,0,26,12,14,0,0,0,0,0,0,0
10024,"Musical groups and artists",2015,8,7,1,0,0,0,0,0,0,0,21,14,7,0,0,0,0,0,0,0
10024,"Record production",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10024,"Record production",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Record production",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2005,6,6,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2006,6,6,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2007,5,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2008,5,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2009,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2010,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2011,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2012,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2013,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2014,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10024,"Sound recording studios",2015,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10024,"Theater companies and dinner theaters",2005,11,10,0,0,0,1,0,0,0,0,90,20,0,0,0,70,0,0,0,0
10024,"Theater companies and dinner theaters",2006,12,10,1,0,0,0,1,0,0,0,197,20,7,0,0,0,170,0,0,0
10024,"Theater companies and dinner theaters",2007,12,10,2,0,0,0,0,0,0,0,34,20,14,0,0,0,0,0,0,0
10024,"Theater companies and dinner theaters",2008,11,9,1,0,0,1,0,0,0,0,95,18,7,0,0,70,0,0,0,0
10024,"Theater companies and dinner theaters",2009,11,8,1,1,1,0,0,0,0,0,68,16,7,15,30,0,0,0,0,0
10024,"Theater companies and dinner theaters",2010,14,11,1,1,0,1,0,0,0,0,114,22,7,15,0,70,0,0,0,0
10024,"Theater companies and dinner theaters",2011,14,12,1,0,0,1,0,0,0,0,101,24,7,0,0,70,0,0,0,0
10024,"Theater companies and dinner theaters",2012,9,5,2,0,1,1,0,0,0,0,124,10,14,0,30,70,0,0,0,0
10024,"Theater companies and dinner theaters",2013,10,6,2,0,0,2,0,0,0,0,166,12,14,0,0,140,0,0,0,0
10024,"Theater companies and dinner theaters",2014,11,6,3,0,1,1,0,0,0,0,133,12,21,0,30,70,0,0,0,0
10024,"Theater companies and dinner theaters",2015,11,6,2,0,2,1,0,0,0,0,156,12,14,0,60,70,0,0,0,0
10025,"Dance companies",2005,3,2,0,0,1,0,0,0,0,0,34,4,0,0,30,0,0,0,0,0
10025,"Dance companies",2006,3,2,0,0,1,0,0,0,0,0,34,4,0,0,30,0,0,0,0,0
10025,"Dance companies",2007,2,1,0,0,1,0,0,0,0,0,32,2,0,0,30,0,0,0,0,0
10025,"Dance companies",2008,4,2,0,1,1,0,0,0,0,0,49,4,0,15,30,0,0,0,0,0
10025,"Dance companies",2009,5,3,0,1,1,0,0,0,0,0,51,6,0,15,30,0,0,0,0,0
10025,"Dance companies",2010,3,1,0,2,0,0,0,0,0,0,32,2,0,30,0,0,0,0,0,0
10025,"Dance companies",2011,4,2,0,1,1,0,0,0,0,0,49,4,0,15,30,0,0,0,0,0
10025,"Dance companies",2012,3,2,0,1,0,0,0,0,0,0,19,4,0,15,0,0,0,0,0,0
10025,"Dance companies",2013,3,2,1,0,0,0,0,0,0,0,11,4,7,0,0,0,0,0,0,0
10025,"Dance companies",2014,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10025,"Dance companies",2015,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10025,"Fine arts schools",2005,18,14,2,0,1,1,0,0,0,0,142,28,14,0,30,70,0,0,0,0
10025,"Fine arts schools",2006,18,15,1,0,1,1,0,0,0,0,137,30,7,0,30,70,0,0,0,0
10025,"Fine arts schools",2007,18,15,1,0,1,1,0,0,0,0,137,30,7,0,30,70,0,0,0,0
10025,"Fine arts schools",2008,16,12,2,0,1,1,0,0,0,0,138,24,14,0,30,70,0,0,0,0
10025,"Fine arts schools",2009,15,11,2,0,1,1,0,0,0,0,136,22,14,0,30,70,0,0,0,0
10025,"Fine arts schools",2010,14,10,2,0,1,1,0,0,0,0,134,20,14,0,30,70,0,0,0,0
10025,"Fine arts schools",2011,14,11,0,0,1,2,0,0,0,0,192,22,0,0,30,140,0,0,0,0
10025,"Fine arts schools",2012,15,11,2,0,0,2,0,0,0,0,176,22,14,0,0,140,0,0,0,0
10025,"Fine arts schools",2013,16,13,1,0,0,2,0,0,0,0,173,26,7,0,0,140,0,0,0,0
10025,"Fine arts schools",2014,18,12,3,1,1,1,0,0,0,0,160,24,21,15,30,70,0,0,0,0
10025,"Fine arts schools",2015,19,12,4,1,1,1,0,0,0,0,167,24,28,15,30,70,0,0,0,0
10025,"Independent artists, writers, and performers",2005,66,63,2,0,0,1,0,0,0,0,210,126,14,0,0,70,0,0,0,0
10025,"Independent artists, writers, and performers",2006,69,65,4,0,0,0,0,0,0,0,158,130,28,0,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2007,70,69,1,0,0,0,0,0,0,0,145,138,7,0,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2008,73,71,2,0,0,0,0,0,0,0,156,142,14,0,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2009,76,73,1,1,1,0,0,0,0,0,198,146,7,15,30,0,0,0,0,0
10025,"Independent artists, writers, and performers",2010,89,87,0,2,0,0,0,0,0,0,204,174,0,30,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2011,87,86,0,1,0,0,0,0,0,0,187,172,0,15,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2012,88,87,1,0,0,0,0,0,0,0,181,174,7,0,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2013,80,79,1,0,0,0,0,0,0,0,165,158,7,0,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2014,86,84,1,1,0,0,0,0,0,0,190,168,7,15,0,0,0,0,0,0
10025,"Independent artists, writers, and performers",2015,89,86,2,1,0,0,0,0,0,0,201,172,14,15,0,0,0,0,0,0
10025,"Integrated record production/distribution",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Integrated record production/distribution",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Integrated record production/distribution",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Integrated record production/distribution",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2010,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Motion picture and video distribution",2015,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10025,"Motion picture and video production",2005,28,27,0,0,1,0,0,0,0,0,84,54,0,0,30,0,0,0,0,0
10025,"Motion picture and video production",2006,35,34,0,1,0,0,0,0,0,0,83,68,0,15,0,0,0,0,0,0
10025,"Motion picture and video production",2007,32,29,2,0,1,0,0,0,0,0,102,58,14,0,30,0,0,0,0,0
10025,"Motion picture and video production",2008,32,30,0,2,0,0,0,0,0,0,90,60,0,30,0,0,0,0,0,0
10025,"Motion picture and video production",2009,34,32,0,1,1,0,0,0,0,0,109,64,0,15,30,0,0,0,0,0
10025,"Motion picture and video production",2010,35,33,0,2,0,0,0,0,0,0,96,66,0,30,0,0,0,0,0,0
10025,"Motion picture and video production",2011,40,38,0,2,0,0,0,0,0,0,106,76,0,30,0,0,0,0,0,0
10025,"Motion picture and video production",2012,34,32,2,0,0,0,0,0,0,0,78,64,14,0,0,0,0,0,0,0
10025,"Motion picture and video production",2013,31,29,0,2,0,0,0,0,0,0,88,58,0,30,0,0,0,0,0,0
10025,"Motion picture and video production",2014,36,34,1,1,0,0,0,0,0,0,90,68,7,15,0,0,0,0,0,0
10025,"Motion picture and video production",2015,34,32,2,0,0,0,0,0,0,0,78,64,14,0,0,0,0,0,0,0
10025,"Museums",2005,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10025,"Museums",2006,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10025,"Museums",2007,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10025,"Museums",2008,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Museums",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Museums",2010,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Museums",2011,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10025,"Museums",2012,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10025,"Museums",2013,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Museums",2014,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10025,"Museums",2015,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10025,"Music publishers",2005,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10025,"Music publishers",2006,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Music publishers",2007,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10025,"Music publishers",2008,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10025,"Music publishers",2009,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10025,"Music publishers",2010,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10025,"Music publishers",2011,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10025,"Music publishers",2012,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Music publishers",2013,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Music publishers",2014,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Music publishers",2015,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Musical groups and artists",2005,17,15,2,0,0,0,0,0,0,0,44,30,14,0,0,0,0,0,0,0
10025,"Musical groups and artists",2006,20,17,2,1,0,0,0,0,0,0,63,34,14,15,0,0,0,0,0,0
10025,"Musical groups and artists",2007,17,14,2,1,0,0,0,0,0,0,57,28,14,15,0,0,0,0,0,0
10025,"Musical groups and artists",2008,16,15,1,0,0,0,0,0,0,0,37,30,7,0,0,0,0,0,0,0
10025,"Musical groups and artists",2009,19,16,1,1,1,0,0,0,0,0,84,32,7,15,30,0,0,0,0,0
10025,"Musical groups and artists",2010,17,15,1,0,1,0,0,0,0,0,67,30,7,0,30,0,0,0,0,0
10025,"Musical groups and artists",2011,19,18,1,0,0,0,0,0,0,0,43,36,7,0,0,0,0,0,0,0
10025,"Musical groups and artists",2012,17,15,1,1,0,0,0,0,0,0,52,30,7,15,0,0,0,0,0,0
10025,"Musical groups and artists",2013,19,17,1,0,1,0,0,0,0,0,71,34,7,0,30,0,0,0,0,0
10025,"Musical groups and artists",2014,18,16,2,0,0,0,0,0,0,0,46,32,14,0,0,0,0,0,0,0
10025,"Musical groups and artists",2015,18,17,0,1,0,0,0,0,0,0,49,34,0,15,0,0,0,0,0,0
10025,"Record production",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Record production",2006,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Record production",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Record production",2014,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Record production",2015,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2006,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Sound recording studios",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2005,13,11,0,2,0,0,0,0,0,0,52,22,0,30,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2006,13,9,1,3,0,0,0,0,0,0,70,18,7,45,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2007,13,12,0,1,0,0,0,0,0,0,39,24,0,15,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2008,13,10,1,2,0,0,0,0,0,0,57,20,7,30,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2009,11,7,0,2,2,0,0,0,0,0,104,14,0,30,60,0,0,0,0,0
10025,"Theater companies and dinner theaters",2010,12,9,1,1,1,0,0,0,0,0,70,18,7,15,30,0,0,0,0,0
10025,"Theater companies and dinner theaters",2011,13,7,3,2,1,0,0,0,0,0,95,14,21,30,30,0,0,0,0,0
10025,"Theater companies and dinner theaters",2012,9,8,0,1,0,0,0,0,0,0,31,16,0,15,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2013,13,13,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2014,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10025,"Theater companies and dinner theaters",2015,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10026,"Fine arts schools",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10026,"Fine arts schools",2008,1,0,0,0,0,1,0,0,0,0,70,0,0,0,0,70,0,0,0,0
10026,"Fine arts schools",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10026,"Fine arts schools",2011,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10026,"Fine arts schools",2012,3,1,2,0,0,0,0,0,0,0,16,2,14,0,0,0,0,0,0,0
10026,"Fine arts schools",2013,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
